id,CAS_001_RAW,CAS_002_RAW,CAS_003_RAW,CAS_004_RAW,CAS_005_RAW,CAS_006_RAW,CAS_007_RAW,CAS_001_DIR,CAS_002_DIR,CAS_003_DIR,CAS_004_DIR,CAS_005_DIR,CAS_006_DIR,CAS_007_DIR,CAS_RAW_NA,CAS_DIR_NA,CAS_DIRt
hxjxf5t7sf,3 Me sucede mucho,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,2 A veces me sucede,1 Casi nunca me sucede,3,3,3,1,2,2,1,0,0,15
hzxmlt4vqa,2 A veces me sucede,0 No me sucede,1 Casi nunca me sucede,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,2,0,1,3,1,3,2,0,0,12
jxavvx33u1,1 Casi nunca me sucede,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,0 No me sucede,2 A veces me sucede,0 No me sucede,1,0,1,2,0,2,0,0,0,6
k5jdafw8jo,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,0 No me sucede,2,3,1,1,1,3,0,0,0,11
k61mmqq74b,0 No me sucede,3 Me sucede mucho,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,0 No me sucede,1 Casi nunca me sucede,0,3,3,3,2,0,1,0,0,12
kcjs9my0kw,3 Me sucede mucho,2 A veces me sucede,0 No me sucede,0 No me sucede,3 Me sucede mucho,2 A veces me sucede,3 Me sucede mucho,3,2,0,0,3,2,3,0,0,13
kcuj05m365,0 No me sucede,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,0,0,2,3,2,3,0,0,0,10
kdf65a9ce8,1 Casi nunca me sucede,2 A veces me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,2 A veces me sucede,3 Me sucede mucho,1,2,2,2,3,2,3,0,0,15
kjtm4pkgfv,0 No me sucede,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,0 No me sucede,3 Me sucede mucho,0,2,1,0,0,0,3,0,0,6
ks5az3o4qg,0 No me sucede,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,0,3,3,2,1,0,3,0,0,12
ktyyhwndcl,3 Me sucede mucho,0 No me sucede,0 No me sucede,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,0 No me sucede,3,0,0,1,0,2,0,0,0,6
kyvg85eh82,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,0,2,3,0,2,2,3,0,0,12
l718otr1d9,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,3,0,2,2,3,1,3,0,0,14
ld3zyo4e32,3 Me sucede mucho,3 Me sucede mucho,0 No me sucede,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,2 A veces me sucede,3,3,0,0,1,2,2,0,0,11
loaudn7e5x,0 No me sucede,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,0 No me sucede,1 Casi nunca me sucede,3 Me sucede mucho,0,2,0,3,0,1,3,0,0,9
lpzhvsyeyd,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,1 Casi nunca me sucede,3,3,1,3,3,1,1,0,0,15
m3jcfwu8pf,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,1 Casi nunca me sucede,0 No me sucede,2,1,1,1,3,1,0,0,0,9
m6s8gpnokc,3 Me sucede mucho,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,3,2,0,3,1,2,3,0,0,14
m81yy8xu1v,1 Casi nunca me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,2 A veces me sucede,1,1,1,2,0,3,2,0,0,10
m86u820c0d,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,0 No me sucede,1 Casi nunca me sucede,3,2,2,0,3,0,1,0,0,11
mdazzxxxzv,3 Me sucede mucho,0 No me sucede,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,3,0,3,2,2,1,0,0,0,11
mfex11day9,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,3 Me sucede mucho,1,0,3,1,0,0,3,0,0,8
mxblx7zq49,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,3,1,2,1,0,2,3,0,0,12
narw3xkj0g,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,0 No me sucede,3,3,2,3,0,2,0,0,0,13
ndy1kjrt2x,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,2,0,3,2,1,0,2,0,0,10
nhpl9mxmjt,3 Me sucede mucho,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,3,1,0,2,2,3,0,0,0,11
o04nf6v0nv,3 Me sucede mucho,0 No me sucede,0 No me sucede,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,3,0,0,3,1,2,3,0,0,12
o3c4rl62a2,1 Casi nunca me sucede,0 No me sucede,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,1,0,1,3,3,2,2,0,0,12
oakkqwsul4,1 Casi nunca me sucede,3 Me sucede mucho,0 No me sucede,0 No me sucede,3 Me sucede mucho,0 No me sucede,0 No me sucede,1,3,0,0,3,0,0,0,0,7
oce5txv2mw,2 A veces me sucede,2 A veces me sucede,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,0 No me sucede,2,2,1,3,2,2,0,0,0,12
p4kyau28we,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,3 Me sucede mucho,3 Me sucede mucho,0 No me sucede,3 Me sucede mucho,2,2,3,3,3,0,3,0,0,16
p5aooz09fr,0 No me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,0 No me sucede,0,1,1,1,0,0,0,0,0,3
p7tf9t3wdm,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,2 A veces me sucede,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,0,2,3,2,1,2,3,0,0,13
phk1orszsr,3 Me sucede mucho,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,1 Casi nunca me sucede,3,0,1,2,1,0,1,0,0,8
pjx4no33pr,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,2,0,3,3,1,2,3,0,0,14
pp74ytekor,1 Casi nunca me sucede,3 Me sucede mucho,0 No me sucede,3 Me sucede mucho,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,1,3,0,3,3,3,1,0,0,14
pq7v2hw009,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,0 No me sucede,0 No me sucede,0,1,2,3,0,0,0,0,0,6
pruxnqgcbg,0 No me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,2 A veces me sucede,0 No me sucede,0 No me sucede,0,2,2,3,2,0,0,0,0,9
pwq2s8v657,1 Casi nunca me sucede,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,3 Me sucede mucho,2 A veces me sucede,1,3,1,3,2,3,2,0,0,15
q0vest97y2,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,0 No me sucede,3,2,2,3,0,2,0,0,0,12
q6ha3r44px,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,1 Casi nunca me sucede,1,3,2,1,0,0,1,0,0,8
qmhcr11zof,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,1 Casi nunca me sucede,3 Me sucede mucho,1,2,1,0,2,1,3,0,0,10
qn3v3he69v,1 Casi nunca me sucede,0 No me sucede,1 Casi nunca me sucede,3 Me sucede mucho,1 Casi nunca me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,1,0,1,3,1,1,1,0,0,8
qra8ncc4q5,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,2,1,0,2,1,1,3,0,0,10
r1991ltgcs,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,2,3,1,1,2,3,0,0,0,12
r7jzy3ct3c,0 No me sucede,0 No me sucede,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,1 Casi nunca me sucede,0,0,2,1,0,2,1,0,0,6
ra287f6aca,2 A veces me sucede,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,3 Me sucede mucho,2,2,1,1,0,0,3,0,0,9
rbkhuu3vwq,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,2,1,1,1,2,2,3,0,0,12
rowh9jet2t,3 Me sucede mucho,0 No me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,2 A veces me sucede,2 A veces me sucede,3,0,3,0,2,2,2,0,0,12
rqq545wznb,0 No me sucede,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,0,1,0,3,3,1,3,0,0,11
rshpl3827a,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,2,3,1,1,2,1,1,0,0,11
rz2oaw3guc,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,2 A veces me sucede,0,1,2,1,2,1,2,0,0,9
rzjwbgjhcs,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,3,3,1,3,1,0,3,0,0,14
s81pqwxoof,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,1,0,3,1,3,2,2,0,0,12
s95x85yw24,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,1,1,3,2,3,1,2,0,0,13
sbpyt6j1ha,0 No me sucede,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,0,1,3,3,1,2,3,0,0,13
t55y13od5j,1 Casi nunca me sucede,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,0 No me sucede,2 A veces me sucede,1,3,1,3,2,0,2,0,0,12
t70dnfpakz,0 No me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,0,3,0,2,1,1,3,0,0,10
tg7qgqq1tj,2 A veces me sucede,2 A veces me sucede,2 A veces me sucede,1 Casi nunca me sucede,2 A veces me sucede,0 No me sucede,0 No me sucede,2,2,2,1,2,0,0,0,0,9
tgn2znz5zz,0 No me sucede,3 Me sucede mucho,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,0,3,1,1,3,2,2,0,0,12
tlemko8z97,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,0,1,2,1,3,3,2,0,0,12
ucn3bqr9on,0 No me sucede,0 No me sucede,2 A veces me sucede,2 A veces me sucede,2 A veces me sucede,2 A veces me sucede,2 A veces me sucede,0,0,2,2,2,2,2,0,0,10
ud2th5lzzu,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,2,0,3,3,1,0,2,0,0,11
v2avl317u0,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,1 Casi nunca me sucede,1,3,2,1,0,0,1,0,0,8
vhy5bvt4fb,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,0 No me sucede,2 A veces me sucede,1,1,3,3,2,0,2,0,0,12
vlzy59ejug,2 A veces me sucede,0 No me sucede,0 No me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,0 No me sucede,2,0,0,1,1,3,0,0,0,7
vozlqe851u,2 A veces me sucede,0 No me sucede,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,0 No me sucede,3 Me sucede mucho,2,0,1,0,0,0,3,0,0,6
vqdlvnygor,2 A veces me sucede,2 A veces me sucede,2 A veces me sucede,0 No me sucede,2 A veces me sucede,0 No me sucede,1 Casi nunca me sucede,2,2,2,0,2,0,1,0,0,9
vro0gvd7yj,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,2 A veces me sucede,2 A veces me sucede,1,3,2,1,1,2,2,0,0,12
vtrywu4nrg,1 Casi nunca me sucede,2 A veces me sucede,0 No me sucede,2 A veces me sucede,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,1,2,0,2,2,1,1,0,0,9
vtykzq1kqu,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,2 A veces me sucede,0 No me sucede,1,0,3,3,2,2,0,0,0,11
w5xlp96oau,2 A veces me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,0 No me sucede,2,1,2,1,3,3,0,0,0,12
wju0eu0xqf,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,3 Me sucede mucho,1 Casi nunca me sucede,0 No me sucede,3,1,3,3,3,1,0,0,0,14
wk2t8qcg3w,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,0 No me sucede,3 Me sucede mucho,0 No me sucede,1 Casi nunca me sucede,3,1,2,0,3,0,1,0,0,10
wk4xr8wsuk,0 No me sucede,0 No me sucede,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,0,0,0,1,2,1,0,0,0,4
wo5p37bj82,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,0 No me sucede,0 No me sucede,2,2,3,0,2,0,0,0,0,9
wtw44m4z52,1 Casi nunca me sucede,2 A veces me sucede,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,1,2,0,2,3,1,3,0,0,12
wz66hmqsly,0 No me sucede,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,1 Casi nunca me sucede,0 No me sucede,1 Casi nunca me sucede,0,1,0,3,1,0,1,0,0,6
xc9bj6hzc0,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,2 A veces me sucede,1 Casi nunca me sucede,0 No me sucede,2,1,1,3,2,1,0,0,0,10
xffngnrzht,0 No me sucede,3 Me sucede mucho,1 Casi nunca me sucede,1 Casi nunca me sucede,2 A veces me sucede,0 No me sucede,0 No me sucede,0,3,1,1,2,0,0,0,0,7
xh39sayova,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,3 Me sucede mucho,3 Me sucede mucho,0,2,3,1,2,3,3,0,0,14
xmgtt4u6dz,1 Casi nunca me sucede,0 No me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,1,0,3,0,2,3,1,0,0,10
xpg1oybll7,2 A veces me sucede,0 No me sucede,2 A veces me sucede,1 Casi nunca me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,2,0,2,1,2,2,3,0,0,12
xyt9zsqdgv,0 No me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,2 A veces me sucede,3 Me sucede mucho,3 Me sucede mucho,0,3,0,2,2,3,3,0,0,13
y1hqhpozbj,0 No me sucede,1 Casi nunca me sucede,3 Me sucede mucho,0 No me sucede,3 Me sucede mucho,0 No me sucede,0 No me sucede,0,1,3,0,3,0,0,0,0,7
y6pb1xwr9o,0 No me sucede,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,2 A veces me sucede,0,1,2,1,1,1,2,0,0,8
y7sdbrr5ce,0 No me sucede,1 Casi nunca me sucede,0 No me sucede,0 No me sucede,0 No me sucede,2 A veces me sucede,0 No me sucede,0,1,0,0,0,2,0,0,0,3
ygjy0r3n2d,0 No me sucede,3 Me sucede mucho,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,1 Casi nunca me sucede,3 Me sucede mucho,0,3,0,2,3,1,3,0,0,12
yk9l51x5a4,3 Me sucede mucho,0 No me sucede,0 No me sucede,2 A veces me sucede,0 No me sucede,2 A veces me sucede,3 Me sucede mucho,3,0,0,2,0,2,3,0,0,10
z8wzbqn0pn,1 Casi nunca me sucede,1 Casi nunca me sucede,3 Me sucede mucho,3 Me sucede mucho,3 Me sucede mucho,2 A veces me sucede,0 No me sucede,1,1,3,3,3,2,0,0,0,13
zcp64btqg5,3 Me sucede mucho,1 Casi nunca me sucede,2 A veces me sucede,1 Casi nunca me sucede,1 Casi nunca me sucede,0 No me sucede,2 A veces me sucede,3,1,2,1,1,0,2,0,0,10
